Player,Id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS36M,OFFR,OFFR36M,DEFR,DEFR36M,OFFDEFRATE,ASTPERD,BLKPF,RATE,RATETOT,FGA20P,MP10R,MP10A,MP20P
Kristaps Porziccis,porzikr01,C,25,DAL,43,43,30.9,7.6,15.9,0.47600000000000003,2.3,6.0,0.376,5.3,9.9,0.536,0.547,2.7,3.2,0.855,1.9,7.0,8.9,1.6,0.5,1.3,1.2,2.7,20.1,23.4,14.1,16.4,6.1,7.1,23.5,1.3,0.5,19.7,847.0,15.8,34.7,193.1,30.7
Dwight Powell,poweldw01,C,29,DAL,58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.23800000000000002,2.0,3.0,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4.0,1.1,0.6,0.5,0.7,2.3,5.9,12.7,6.5,14.0,1.5,3.2,17.2,1.6,0.2,7.5,435.0,11.2,41.8,151.8,56.6
Norman Powell,powelno01,SG-SF,27,TOT,69,58,32.0,6.3,13.3,0.47700000000000004,2.5,6.0,0.41100000000000003,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,20.9,12.4,14.0,1.7,1.9,15.9,1.1,0.1,13.6,938.0,14.3,103.2,168.4,34.4
Norman Powell,powelno01,SG,27,TOR,42,31,30.4,6.7,13.5,0.498,2.8,6.4,0.439,3.9,7.1,0.552,0.602,3.4,3.9,0.865,0.5,2.5,3.0,1.8,1.1,0.2,1.8,2.3,19.6,23.2,13.3,15.8,1.5,1.8,17.6,1.0,0.1,14.3,601.0,13.8,101.3,168.9,31.0
Norman Powell,powelno01,SF,27,POR,27,27,34.4,5.8,13.0,0.44299999999999995,2.0,5.4,0.361,3.8,7.6,0.502,0.518,3.5,4.0,0.88,0.9,2.4,3.3,1.9,1.3,0.4,1.6,2.3,17.0,17.8,11.0,11.5,1.8,1.9,13.4,1.2,0.2,12.3,332.0,15.3,104.2,181.1,40.5
Taurean Prince,princta02,PF,26,TOT,41,10,22.1,3.2,8.0,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3.0,3.5,1.9,0.7,0.6,1.1,1.8,9.5,15.5,6.0,9.8,2.5,4.1,13.9,1.7,0.3,8.2,336.0,16.8,63.1,116.3,46.5
Taurean Prince,princta02,PF,26,BRK,12,4,18.2,2.5,6.2,0.405,1.1,3.1,0.35100000000000003,1.4,3.1,0.45899999999999996,0.493,2.0,2.3,0.889,0.2,2.7,2.8,0.6,0.7,0.7,0.9,1.8,8.1,16.0,4.3,8.5,2.3,4.5,13.0,0.7,0.4,6.2,74.0,15.3,65.0,303.3,44.9
Taurean Prince,princta02,PF,26,CLE,29,6,23.7,3.5,8.7,0.39899999999999997,1.7,4.1,0.415,1.8,4.7,0.385,0.496,1.4,1.7,0.8370000000000001,0.6,3.1,3.7,2.4,0.7,0.5,1.2,1.9,10.1,15.3,6.7,10.2,2.4,3.6,13.8,2.0,0.3,8.8,255.0,17.2,64.1,98.8,46.9
Payton Pritchard,pritcpa01,SG,23,BOS,66,4,19.2,2.8,6.3,0.44,1.5,3.8,0.41100000000000003,1.2,2.6,0.48200000000000004,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,14.4,5.7,10.7,1.0,1.9,12.6,2.2,0.1,6.6,436.0,16.4,80.0,106.7,49.9
Immanuel Quickley,quickim01,PG,21,NYK,64,3,19.4,3.6,9.1,0.395,1.8,4.7,0.389,1.7,4.3,0.401,0.49700000000000005,2.4,2.7,0.8909999999999999,0.4,1.8,2.1,2.0,0.5,0.2,0.9,1.8,11.4,21.2,7.4,13.7,0.7,1.3,15.0,2.2,0.1,7.7,493.0,16.0,92.4,97.0,34.0
Jahmi'us Ramsey,ramseja01,SG,19,SAC,13,0,7.2,1.2,2.9,0.395,0.4,1.5,0.263,0.8,1.5,0.526,0.461,0.4,0.4,1.0,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.6,3.1,15.5,1.9,9.5,0.4,2.0,11.5,2.5,0.2,2.3,30.0,18.7,90.0,144.0,46.5
Chasson Randle,randlch01,PG,27,ORL,41,5,20.4,2.2,5.8,0.38799999999999996,1.1,3.2,0.33799999999999997,1.2,2.6,0.449,0.48100000000000004,0.9,1.2,0.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,1.6,6.5,11.5,3.8,6.7,0.8,1.4,8.1,1.6,0.1,4.3,176.0,17.8,102.0,113.3,62.8
Julius Randle,randlju01,PF,26,NYK,71,71,37.6,8.5,18.6,0.456,2.3,5.5,0.41100000000000003,6.2,13.1,0.474,0.516,4.9,6.0,0.8109999999999999,1.2,9.0,10.2,6.0,0.9,0.3,3.4,3.2,24.1,23.1,17.8,17.0,7.0,6.7,23.7,1.8,0.1,23.7,1683.0,15.4,36.9,62.7,31.2
Cam Reddish,reddica01,SF,21,ATL,26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.8170000000000001,0.8,3.2,4.0,1.3,1.3,0.3,1.3,2.6,11.2,14.0,5.6,7.0,2.2,2.8,9.8,1.0,0.1,7.2,187.0,18.0,72.0,221.5,51.4
J.J. Redick,redicjj01,SG,36,TOT,44,0,16.4,2.4,6.1,0.397,1.5,4.0,0.371,0.9,2.0,0.449,0.521,1.1,1.2,0.9420000000000001,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4,16.2,4.2,9.2,0.7,1.5,10.7,1.5,0.1,4.8,211.0,16.5,109.3,136.7,44.3
J.J. Redick,redicjj01,SG,36,NOP,31,0,18.6,2.8,6.9,0.40700000000000003,1.6,4.5,0.364,1.2,2.4,0.486,0.526,1.5,1.5,0.9570000000000001,0.1,1.6,1.7,1.3,0.3,0.1,0.8,1.2,8.7,16.8,5.2,10.1,0.8,1.5,11.6,1.6,0.1,6.0,186.0,15.9,109.4,143.1,42.8
J.J. Redick,redicjj01,SG,36,DAL,13,0,11.3,1.5,4.1,0.358,1.2,2.9,0.395,0.3,1.2,0.267,0.5,0.3,0.4,0.8,0.1,0.8,0.9,0.8,0.2,0.1,0.8,1.0,4.4,14.0,1.9,6.1,0.1,0.3,6.4,1.0,0.1,1.9,25.0,18.6,125.6,141.2,51.4
Paul Reed,reedpa01,PF,21,PHI,26,0,6.8,1.6,3.0,0.5379999999999999,0.0,0.2,0.0,1.6,2.8,0.583,0.5379999999999999,0.2,0.3,0.5,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1,3.4,18.0,3.2,16.9,1.0,5.3,22.2,1.0,0.5,4.0,104.0,17.6,29.6,136.0,40.0
Naz Reid,reidna01,C,21,MIN,70,15,19.2,4.3,8.3,0.523,0.9,2.5,0.35100000000000003,3.5,5.8,0.597,0.5760000000000001,1.6,2.4,0.693,1.2,3.4,4.6,1.0,0.5,1.1,1.0,2.6,11.2,21.0,8.4,15.8,2.4,4.5,20.3,1.0,0.4,10.0,700.0,14.8,41.7,192.0,34.3
Cameron Reynolds,reynoca01,SF,25,TOT,5,0,8.0,1.2,3.6,0.33299999999999996,0.6,2.4,0.25,0.6,1.2,0.5,0.41700000000000004,0.0,0.0,,0.4,0.6,1.0,0.4,0.0,0.0,0.0,0.4,3.0,13.5,1.4,6.3,0.2,0.9,7.2,inf,0.0,1.6,8.0,24.0,80.0,200.0,53.3
Cameron Reynolds,reynoca01,SF,25,SAS,3,0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,12.6,0.3,5.4,0.0,0.0,5.4,,,0.3,1.0,20.0,inf,inf,57.1
Cameron Reynolds,reynoca01,SF,25,HOU,2,0,17.0,2.5,8.0,0.313,1.5,6.0,0.25,1.0,2.0,0.5,0.406,0.0,0.0,,1.0,1.5,2.5,1.0,0.0,0.0,0.0,1.0,6.5,13.8,3.0,6.4,0.5,1.1,7.5,inf,0.0,3.5,7.0,24.6,68.0,170.0,52.3
Nick Richards,richani01,PF,23,CHO,18,0,3.5,0.2,0.5,0.444,0.0,0.1,0.0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8,8.2,0.6,6.2,0.0,0.0,6.2,0.5,0.0,0.4,7.0,12.5,58.3,350.0,87.5
Josh Richardson,richajo01,SG,27,DAL,59,56,30.3,4.5,10.5,0.42700000000000005,1.5,4.5,0.33,3.0,5.9,0.501,0.498,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1.0,0.4,1.3,2.2,12.1,14.4,8.3,9.9,1.6,1.9,11.8,2.0,0.2,9.8,578.0,17.4,91.8,116.5,50.1
Grant Riller,rillegr01,PG,23,CHO,7,0,3.9,1.1,1.7,0.667,0.3,0.6,0.5,0.9,1.1,0.75,0.75,0.0,0.0,,0.0,0.1,0.1,0.4,0.1,0.0,0.1,0.0,2.6,24.0,2.3,21.2,0.2,1.8,23.0,4.0,,2.5,18.0,13.1,390.0,97.5,30.0
Austin Rivers,riverau01,SG,28,TOT,36,7,23.5,2.9,6.8,0.424,1.5,4.1,0.369,1.4,2.7,0.51,0.537,0.6,0.9,0.71,0.2,2.1,2.3,2.3,0.8,0.1,1.0,1.8,7.9,12.1,5.5,8.4,1.2,1.8,10.2,2.3,0.1,6.4,230.0,17.2,102.2,102.2,59.5
Austin Rivers,riverau01,SG,28,NYK,21,2,21.0,2.8,6.4,0.43,1.3,3.7,0.364,1.4,2.8,0.517,0.5329999999999999,0.5,0.7,0.7140000000000001,0.2,2.0,2.2,2.0,0.6,0.0,1.0,1.5,7.3,12.5,4.9,8.4,1.1,1.9,10.3,2.0,0.0,5.8,122.0,17.5,95.5,105.0,57.5
Austin Rivers,riverau01,SG,28,DEN,15,5,26.9,3.1,7.3,0.418,1.8,4.8,0.375,1.3,2.5,0.5,0.541,0.8,1.1,0.706,0.2,2.1,2.3,2.6,1.2,0.1,0.9,2.1,8.7,11.6,6.4,8.6,1.3,1.7,10.3,2.9,0.0,7.4,111.0,16.8,117.0,103.5,61.8
Andre Roberson,roberan03,SG,29,BRK,5,0,12.6,0.4,2.8,0.14300000000000002,0.2,1.6,0.125,0.2,1.2,0.16699999999999998,0.179,0.2,0.4,0.5,1.4,1.6,3.0,0.8,0.6,0.2,0.4,0.8,1.2,3.4,0.6,1.7,1.6,4.6,6.3,2.0,0.2,2.0,10.0,46.7,42.0,157.5,210.0
Duncan Robinson,robindu01,SF,26,MIA,72,72,31.4,4.4,10.0,0.439,3.5,8.5,0.408,0.9,1.4,0.625,0.614,0.9,1.0,0.8270000000000001,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5,13.1,15.0,8.3,9.5,1.8,2.1,11.6,1.6,0.1,10.0,720.0,15.3,89.7,174.4,47.9
Glenn Robinson III,robingl02,SF,27,SAC,23,2,16.0,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1.0,0.9129999999999999,0.5,1.5,2.0,0.9,0.2,0.1,0.5,1.0,5.3,11.9,3.7,8.3,0.8,1.8,10.1,1.8,0.1,4.4,101.0,16.2,80.0,177.8,60.4
Jerome Robinson,robinje01,SG,23,WAS,17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1.0,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2.0,2.2,1.5,0.7,0.4,1.1,1.8,4.9,9.9,1.5,3.0,1.3,2.6,5.6,1.4,0.2,2.5,42.0,22.9,81.4,119.3,73.1
Justin Robinson,robinju01,PG,23,OKC,9,0,9.8,0.8,2.3,0.33299999999999996,0.4,1.6,0.28600000000000003,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1.0,0.3,0.0,0.2,1.1,2.3,8.4,1.7,6.2,-0.1,-0.4,5.8,5.0,0.0,1.3,12.0,20.0,122.5,98.0,85.2
Mitchell Robinson,robinmi01,C,22,NYK,31,29,27.5,3.7,5.7,0.653,0.0,0.0,,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,10.9,9.6,12.6,4.3,5.6,18.2,0.6,0.5,13.0,403.0,13.7,34.0,550.0,66.3
Isaiah Roby,robyis01,PF,22,OKC,61,34,23.4,3.4,7.0,0.483,0.5,1.8,0.294,2.9,5.2,0.547,0.52,1.4,1.9,0.7440000000000001,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,13.4,6.5,10.0,2.9,4.5,14.5,0.9,0.2,8.9,543.0,16.1,41.8,130.0,53.8
Rajon Rondo,rondora01,PG,34,TOT,45,3,17.1,2.1,4.8,0.442,0.8,2.0,0.40399999999999997,1.3,2.8,0.46799999999999997,0.526,0.4,0.4,0.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,1.2,5.4,11.4,5.7,12.0,1.7,3.6,15.6,2.4,0.1,7.4,333.0,17.8,71.3,38.9,63.3
Rajon Rondo,rondora01,PG,34,ATL,27,2,14.9,1.6,4.1,0.4,0.6,1.7,0.37799999999999995,1.0,2.4,0.415,0.47700000000000004,0.0,0.1,0.5,0.1,1.9,2.0,3.5,0.7,0.1,1.4,0.9,3.9,9.4,3.6,8.7,1.8,4.3,13.0,2.5,0.1,5.3,143.0,21.0,74.5,42.6,76.4
Rajon Rondo,rondora01,PG,34,LAC,18,1,20.4,2.8,5.8,0.486,1.1,2.4,0.43200000000000005,1.8,3.4,0.525,0.5760000000000001,0.8,0.8,1.0,0.8,2.3,3.1,5.8,1.0,0.1,2.2,1.6,7.6,13.4,9.0,15.9,1.8,3.2,19.1,2.6,0.1,10.8,194.0,15.3,65.8,35.2,53.7
Derrick Rose,rosede01,PG,32,TOT,50,3,25.6,5.7,12.2,0.47,1.0,2.6,0.38799999999999996,4.7,9.6,0.49200000000000005,0.511,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1.0,0.4,1.6,1.1,14.7,20.7,11.2,15.7,2.5,3.5,19.2,2.6,0.4,13.4,670.0,16.6,98.5,61.0,34.8
Derrick Rose,rosede01,PG,32,DET,15,0,22.8,5.3,12.3,0.429,0.9,2.6,0.33299999999999996,4.4,9.7,0.455,0.465,2.8,3.3,0.84,0.4,1.5,1.9,4.2,1.2,0.3,1.9,1.1,14.2,22.4,9.9,15.6,1.9,3.0,18.6,2.2,0.3,11.3,170.0,17.3,120.0,54.3,32.1
Derrick Rose,rosede01,PG,32,NYK,35,3,26.8,5.9,12.2,0.48700000000000004,1.1,2.6,0.41100000000000003,4.9,9.6,0.507,0.53,1.9,2.2,0.883,0.4,2.5,2.9,4.2,0.9,0.4,1.4,1.1,14.9,20.0,11.8,15.9,2.7,3.6,19.5,3.0,0.4,14.2,497.0,16.4,92.4,63.8,36.0
Terrence Ross,rosste01,SG,29,ORL,46,2,29.3,5.5,13.4,0.41200000000000003,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3.0,0.87,0.3,3.1,3.4,2.3,1.0,0.5,1.6,1.9,15.6,19.2,8.7,10.7,2.7,3.3,14.0,1.4,0.3,11.0,506.0,17.2,86.2,127.4,37.6
Terry Rozier,roziete01,SG,26,CHO,69,69,34.5,7.4,16.4,0.45,3.2,8.3,0.389,4.2,8.2,0.512,0.5479999999999999,2.4,2.9,0.8170000000000001,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,21.3,14.4,15.0,3.7,3.9,18.9,2.2,0.2,17.6,1214.0,16.1,78.4,82.1,33.8
Ricky Rubio,rubiori01,PG,30,MIN,68,51,26.1,2.8,7.3,0.38799999999999996,1.0,3.1,0.308,1.9,4.2,0.447,0.45399999999999996,1.9,2.2,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2.0,8.6,11.9,9.3,12.8,2.4,3.3,16.1,4.0,0.0,11.4,775.0,17.0,79.1,40.8,60.7
D'Angelo Russell,russeda01,PG,24,MIN,42,26,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.47100000000000003,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,24.0,13.7,17.3,2.2,2.8,20.1,2.1,0.2,15.0,630.0,16.3,109.6,49.1,30.0
Domantas Sabonis,sabondo01,PF,24,IND,62,62,36.0,7.8,14.6,0.535,0.8,2.6,0.321,7.0,12.0,0.5820000000000001,0.564,3.9,5.3,0.732,2.4,9.5,12.0,6.7,1.2,0.5,3.4,3.3,20.3,20.3,19.2,19.2,7.9,7.9,27.1,2.0,0.2,25.8,1600.0,14.4,30.0,53.7,35.5
Luka amanic,samanlu01,PF,21,SAS,33,4,9.3,1.4,3.2,0.44799999999999995,0.4,1.3,0.27899999999999997,1.1,1.9,0.565,0.505,0.5,0.9,0.552,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3,3.7,14.3,2.3,8.9,0.7,2.7,11.6,0.8,0.2,2.6,86.0,17.3,44.3,186.0,50.3
JaKarr Sampson,sampsja02,PF,27,IND,29,4,10.9,1.9,3.9,0.496,0.1,0.5,0.2,1.8,3.4,0.541,0.509,0.7,1.0,0.655,0.9,1.7,2.7,0.1,0.1,0.5,0.5,1.8,4.6,15.2,3.1,10.2,0.5,1.7,11.9,0.2,0.3,3.4,99.0,17.0,40.4,1090.0,47.4
Dario aric,saricda01,C,26,PHO,50,4,17.4,3.1,6.8,0.447,0.9,2.7,0.348,2.1,4.1,0.512,0.516,1.7,2.0,0.848,0.9,2.9,3.8,1.3,0.6,0.1,1.1,1.9,8.7,18.0,6.1,12.6,1.7,3.5,16.1,1.2,0.1,7.5,375.0,15.6,45.8,133.8,40.0
Tomá Satoranský,satorto01,SG,29,CHI,58,18,22.5,2.9,5.7,0.514,0.7,2.0,0.35600000000000004,2.2,3.6,0.602,0.578,1.2,1.4,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,12.3,8.4,13.4,1.3,2.1,15.5,2.8,0.1,9.5,551.0,14.8,93.8,47.9,58.4
Dennis Schröder,schrode01,SG,27,LAL,61,61,32.1,5.4,12.5,0.43700000000000006,1.2,3.5,0.335,4.3,9.0,0.47600000000000003,0.484,3.4,4.0,0.848,0.5,3.0,3.5,5.8,1.1,0.2,2.7,2.6,15.4,17.3,11.9,13.3,1.7,1.9,15.2,2.1,0.1,13.0,793.0,16.2,91.7,55.3,41.7
Mike Scott,scottmi01,PF,32,PHI,51,12,16.7,1.5,4.1,0.36,1.0,3.0,0.342,0.5,1.1,0.41100000000000003,0.486,0.2,0.2,0.667,0.2,2.1,2.4,0.8,0.5,0.3,0.4,1.4,4.2,9.1,2.2,4.7,1.5,3.2,7.9,2.0,0.2,3.8,194.0,19.5,69.6,208.7,79.5
Jay Scrubb,scrubja01,SG,20,LAC,4,1,21.0,3.5,9.0,0.389,0.5,2.3,0.222,3.0,6.8,0.444,0.41700000000000004,1.3,1.3,1.0,0.5,3.0,3.5,0.3,1.0,0.0,1.8,1.3,8.8,15.1,2.3,3.9,2.7,4.6,8.5,0.2,0.0,5.0,20.0,20.5,60.0,700.0,47.7
Collin Sexton,sextoco01,SG,22,CLE,60,60,35.3,8.8,18.4,0.475,1.6,4.4,0.371,7.1,14.0,0.508,0.519,5.2,6.4,0.815,1.0,2.2,3.1,4.4,1.0,0.2,2.8,2.6,24.3,24.8,17.3,17.6,0.8,0.8,18.4,1.6,0.1,16.8,1008.0,15.1,113.9,80.2,29.1
Landry Shamet,shamela01,SG,23,BRK,61,12,23.0,3.0,7.5,0.408,2.1,5.5,0.387,0.9,2.0,0.46299999999999997,0.5489999999999999,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3,14.6,5.8,9.1,0.9,1.4,10.5,2.0,0.1,6.4,390.0,16.1,127.8,143.8,49.5
Iman Shumpert,shumpim01,SG,30,BRK,2,0,5.5,0.5,2.0,0.25,0.0,1.5,0.0,0.5,0.5,1.0,0.25,0.0,0.0,,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,1.0,6.5,-0.5,-3.3,0.5,3.3,0.0,0.0,,0.0,0.0,40.0,110.0,inf,110.0
Pascal Siakam,siakapa01,PF,26,TOR,56,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.8270000000000001,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4,21.5,15.9,16.0,4.2,4.2,20.2,2.0,0.2,19.1,1070.0,16.1,49.7,79.6,33.5
Chris Silva,silvach01,PF,24,TOT,15,0,6.1,0.7,1.1,0.625,0.1,0.1,1.0,0.6,1.0,0.6,0.6559999999999999,0.7,1.0,0.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1,12.4,1.9,11.2,0.2,1.2,12.4,0.6,0.2,1.8,27.0,10.5,33.9,152.5,58.1
Chris Silva,silvach01,PF,24,MIA,11,0,7.5,0.8,1.2,0.6920000000000001,0.1,0.1,1.0,0.7,1.1,0.667,0.731,1.0,1.4,0.733,0.6,1.6,2.3,0.5,0.1,0.5,0.8,1.8,2.7,13.0,2.6,12.5,0.4,1.9,14.4,0.6,0.3,2.7,30.0,8.9,32.6,150.0,55.6
Chris Silva,silvach01,PF,24,SAC,4,0,2.3,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.8,0.33299999999999996,0.33299999999999996,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.3,0.3,1.0,0.5,7.8,-0.3,-4.7,-0.2,-3.1,-7.8,0.0,0.3,-0.5,-2.0,32.0,46.0,inf,92.0
Ben Simmons,simmobe01,PG,24,PHI,58,58,32.4,5.6,10.1,0.557,0.1,0.2,0.3,5.6,9.9,0.562,0.56,3.0,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3,15.9,15.3,17.0,4.9,5.4,22.4,2.3,0.2,18.3,1061.0,14.1,45.0,47.0,45.3
Anfernee Simons,simonan01,SG,21,POR,64,0,17.3,2.6,6.3,0.419,1.9,4.4,0.426,0.8,1.9,0.40299999999999997,0.569,0.7,0.9,0.807,0.2,2.0,2.2,1.4,0.3,0.1,0.7,1.5,7.8,16.2,5.0,10.4,0.9,1.9,12.3,2.0,0.1,5.7,365.0,16.2,78.6,123.6,44.4
Deividas Sirvydis,sirvyde01,SG,20,DET,20,0,6.7,0.7,2.0,0.35,0.5,1.4,0.35700000000000004,0.2,0.6,0.33299999999999996,0.475,0.2,0.3,0.5,0.0,1.5,1.5,0.3,0.1,0.0,0.3,0.5,2.1,11.3,0.8,4.3,1.1,5.9,10.2,1.0,0.0,1.8,36.0,19.0,44.7,223.3,63.8
Alen Smailagic,smailal01,PF,20,GSW,15,1,5.6,0.7,1.8,0.40700000000000003,0.3,0.7,0.4,0.5,1.1,0.41200000000000003,0.48100000000000004,0.1,0.4,0.33299999999999996,0.4,0.7,1.1,0.3,0.2,0.3,0.3,0.7,1.9,12.2,1.2,7.7,0.5,3.2,10.9,1.0,0.4,1.4,21.0,18.9,50.9,186.7,58.9
Marcus Smart,smartma01,PG,26,BOS,48,45,32.9,4.2,10.6,0.39799999999999996,1.9,5.9,0.33,2.3,4.8,0.48200000000000004,0.489,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6,13.1,14.3,11.2,12.3,2.1,2.3,14.6,2.8,0.2,12.6,605.0,16.2,94.0,57.7,50.2
Dennis Smith Jr.,smithde03,PG,23,TOT,23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.32799999999999996,1.7,3.8,0.44799999999999995,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,1.6,6.7,13.2,5.6,11.0,1.9,3.7,14.7,3.0,0.4,7.2,166.0,18.8,76.3,55.5,54.6
Dennis Smith Jr.,smithde03,PG,23,NYK,3,0,9.3,0.7,3.3,0.2,0.0,1.3,0.0,0.7,2.0,0.33299999999999996,0.2,1.7,2.0,0.833,0.0,0.7,0.7,1.0,1.0,0.0,0.3,1.3,3.0,11.6,1.1,4.3,0.4,1.5,5.8,3.3,0.0,1.2,4.0,22.0,132.9,93.0,62.0
Dennis Smith Jr.,smithde03,PG,23,DET,20,9,19.6,2.8,6.8,0.415,1.0,2.7,0.35200000000000004,1.9,4.1,0.457,0.485,0.7,1.0,0.7,0.6,2.1,2.7,3.7,1.0,0.7,1.3,1.7,7.3,13.4,6.3,11.6,2.1,3.9,15.5,2.8,0.4,8.1,162.0,18.6,72.6,53.0,53.7
Ish Smith,smithis01,PG,32,WAS,44,1,21.0,2.9,6.8,0.434,0.4,1.1,0.36700000000000005,2.5,5.6,0.44799999999999995,0.465,0.4,0.8,0.5760000000000001,0.5,2.9,3.4,3.9,0.7,0.3,0.9,1.4,6.7,11.5,6.3,10.8,2.5,4.3,15.1,4.3,0.2,8.4,370.0,20.3,61.8,53.8,62.7
Jalen Smith,smithja04,PF,20,PHO,27,1,5.8,0.8,1.9,0.44,0.1,0.6,0.235,0.7,1.2,0.545,0.48,0.2,0.3,0.7140000000000001,0.3,1.1,1.4,0.1,0.0,0.2,0.3,0.6,2.0,12.4,1.0,6.2,0.7,4.3,10.5,0.3,0.3,1.6,43.0,19.0,41.4,580.0,58.0
Tony Snell,snellto01,SG,29,ATL,47,23,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1.0,0.4,2.0,2.4,1.3,0.3,0.2,0.4,1.6,5.3,9.0,4.9,8.4,0.9,1.5,9.9,3.2,0.1,5.8,273.0,13.6,87.9,162.3,79.6
Ray Spalding,spaldra01,C,23,HOU,2,0,9.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.5,1.5,2.0,7.6,0.5,1.9,0.5,1.9,3.8,0.0,0.7,0.0,0.0,20.0,47.5,inf,95.0
Cassius Stanley,stanlca01,SG,21,IND,24,0,3.9,0.5,1.8,0.302,0.1,0.5,0.231,0.4,1.3,0.33299999999999996,0.337,0.3,0.4,0.778,0.3,0.5,0.8,0.0,0.0,0.1,0.0,0.6,1.5,13.8,0.5,4.6,0.0,0.0,4.6,,0.2,0.4,10.0,24.0,48.8,inf,52.0
Lamar Stevens,stevela01,PF,23,CLE,40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,1.5,2.8,0.523,0.47100000000000003,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1,11.8,2.9,8.4,1.2,3.5,11.9,1.0,0.2,3.7,148.0,16.6,52.1,208.3,61.0
Isaiah Stewart,stewais01,C,19,DET,68,14,21.4,3.3,6.0,0.5529999999999999,0.3,0.9,0.33299999999999996,3.0,5.1,0.5920000000000001,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1.0,2.7,7.9,13.3,7.4,12.4,3.5,5.9,18.3,0.9,0.5,10.5,714.0,15.2,31.9,237.8,54.2
Max Strus,strusma01,SF,24,MIA,39,0,13.0,2.2,4.8,0.455,1.3,3.8,0.33799999999999997,0.9,1.0,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,16.9,4.0,11.1,0.2,0.6,11.7,3.0,0.1,4.1,160.0,15.7,118.2,216.7,42.6
